Spread_Diff,ML_Diff,Log_Odds_Diff,Total,ATS Winner
-1.5,-0.540639886476417,0.03636764417087479,8.0,Away
-1.5,-0.2519639898497018,0.07796154146971179,9.0,Away
1.5,0.4200335239364548,0.04676176590803938,8.0,Away
-1.5,-0.22198681318638613,-0.06755815101129103,8.0,Home
-1.5,-0.15015227386056296,-0.05715841383994846,8.0,Away
-1.5,-0.2162231084696361,-0.0725706928348353,8.5,Away
1.5,0.38046380590274703,0.07796154146971179,8.0,Home
-1.5,-0.34687094384211153,-0.04676176590803938,7.5,Away
-1.5,-0.16055070167272578,-0.04167269640056803,7.5,Home
-1.5,-0.15015227386056296,-0.06755815101129103,8.0,Home
-1.5,-0.3069562050646476,0.04676176590803938,9.0,Away
-1.5,-0.2115827289131338,-0.015584731016698328,8.5,Away
1.5,-0.07796154146971179,0.031252543504104446,8.0,Home
1.5,0.34687094384211153,-0.03636764417087479,8.0,Home
-1.5,-0.5624499891712977,0.015584731016698328,7.5,Home
1.5,0.18610227963386072,0.07796154146971179,7.5,Away
1.5,0.26236426446749106,0.02597548640326075,8.0,Home
1.5,0.7616671269967015,0.031252543504104446,7.0,Away
1.5,-0.10371982620036635,-0.03636764417087479,8.5,Home
-1.5,-0.3615709145509391,-0.03636764417087479,8.5,Home
1.5,0.5043109427447969,-0.05715841383994846,8.0,Home
1.5,-0.09878154455978383,-0.05715841383994846,8.0,Home
-1.5,-0.7682678110280534,-0.04676176590803938,7.0,Home
-1.5,-0.13491931789937073,-0.08294908298075077,6.5,Home
-1.5,-0.8347976976229723,0.08294908298075077,9.0,Away
-1.5,-0.6931471805599453,-0.10371982620036635,7.0,Home
-1.5,-0.07796154146971179,0.07796154146971179,9.0,Away
-1.5,-0.16055070167272578,-0.10371982620036635,8.5,Home
-1.5,-0.24157725300304767,0.05715841383994846,9.0,Home
-1.5,0.031252543504104446,0.07796154146971179,9.5,Away
1.5,0.35117202574150225,0.05715841383994846,7.5,Away
-1.5,-0.08294908298075077,0.08836915045008997,8.0,Away
1.5,-0.03636764417087479,-0.10371982620036635,7.0,Home
-1.5,-0.33213383502261473,0.05715841383994846,7.5,Away
-2.5,-1.0164468886246194,0.02597548640326075,8.5,Home
1.5,0.3615709145509391,0.08294908298075077,9.0,Away
1.5,-0.0051948168771039915,-0.11411330676742104,8.5,Home
-1.5,-0.2115827289131338,0.031252543504104446,8.5,Away
-1.5,-0.39923455835752814,-0.05715841383994846,8.0,Home
-1.5,-0.3069562050646476,0.06755815101129103,9.0,Away
-1.5,-0.2011900410983375,0.05715841383994846,9.0,Away
-1.5,-0.6511829814609131,-0.08836915045008997,8.5,Home
1.5,0.02597548640326075,0.03636764417087479,7.5,Home
1.5,0.05715841383994846,-0.04676176590803938,7.5,Home
1.5,0.04676176590803938,-0.05715841383994846,8.0,Home
1.5,0.15015227386056296,0.0,7.5,Away
-1.5,-0.12451294787258238,-0.06755815101129103,8.5,Home
-2.5,-0.9864949905474035,0.06755815101129103,8.5,Away
1.5,0.2115827289131338,-0.11531084651099432,7.0,Home
-1.5,-0.3217342151976964,-0.03674954220874138,8.0,Home
1.5,-0.08836915045008997,0.03674954220874138,8.5,Home
1.5,-0.0051948168771039915,0.057758834152192295,8.5,Home
-1.5,-0.1397619423751586,-0.015748356968139143,7.5,Home
-1.5,-0.13491931789937073,-0.03674954220874138,8.0,Home
1.5,0.29213642280116126,-0.026248226074936376,8.5,Away
1.5,0.12451294787258238,0.10480787679324988,9.0,Away
1.5,0.03636764417087479,-0.06284790365966364,8.0,Home
-1.5,-0.27727305653704526,-0.015748356968139143,7.5,Away
-1.5,-0.237000585975636,-0.07878087785311427,9.0,Away
-1.5,-0.3615709145509391,-0.04725288485054546,8.0,Away
1.5,0.18610227963386072,0.015748356968139143,9.5,Home
1.5,0.2668789448220178,0.005249355886143725,8.5,Away
-1.5,-0.287682072451781,0.03674954220874138,8.0,Away
-1.5,-0.16055070167272578,0.057758834152192295,9.0,Away
-1.5,-0.48996437180827346,0.026248226074936376,8.0,Home
1.5,-0.015584731016698328,-0.005249355886143725,8.5,Home
-1.5,-0.29213642280116126,0.03674954220874138,8.0,Home
1.5,0.0051948168771039915,0.08381867188307146,9.0,Away
-1.5,-0.2115827289131338,0.07333127308554954,8.0,Home
-2.5,-1.6784307839210517,0.054067221270275634,7.0,Away
