Game Date,Away Team,Home Team,Away_YRFI_Rate,Away_Avg_1st,Home_YRFI_Rate,Home_Avg_1st,YRFI
2025-04-21,St. Louis Cardinals,Atlanta Braves,0.3,0.1,0.5,0.4,0
2025-04-21,Chicago White Sox,Boston Red Sox,0.8,0.8,0.5,0.8,1
2025-04-21,New York Yankees,Cleveland Guardians,0.4,0.5,0.2857142857142857,0.5714285714285714,0
2025-04-21,San Diego Padres,Detroit Tigers,0.6,1.1,0.4,0.4,1
2025-04-21,Toronto Blue Jays,Houston Astros,0.3,0.2,0.4,0.0,0
2025-04-21,Cincinnati Reds,Miami Marlins,0.2,0.2,0.4,0.4,0
2025-04-21,Philadelphia Phillies,New York Mets,0.4,0.3,0.3,0.3,1
2025-04-21,Milwaukee Brewers,San Francisco Giants,0.5,0.3,0.2857142857142857,0.14285714285714285,0
2025-04-22,Tampa Bay Rays,Arizona Diamondbacks,0.25,0.0,0.4,0.2,0
2025-04-22,Texas Rangers,Athletics,0.7,0.5,0.5,0.8,1
2025-04-22,St. Louis Cardinals,Atlanta Braves,0.3,0.1,0.5,0.4,0
2025-04-22,Seattle Mariners,Boston Red Sox,0.9,0.8,0.6,0.9,1
2025-04-22,Los Angeles Dodgers,Chicago Cubs,0.7,1.0,0.6,1.4,1
2025-04-22,New York Yankees,Cleveland Guardians,0.5,0.6,0.375,0.5,1
2025-04-22,San Diego Padres,Detroit Tigers,0.5,1.1,0.3,0.2,0
2025-04-22,Toronto Blue Jays,Houston Astros,0.4,0.2,0.5,0.3,1
2025-04-22,Colorado Rockies,Kansas City Royals,0.4,0.1,0.4,0.6,0
2025-04-22,Pittsburgh Pirates,Los Angeles Angels,0.3,0.1,0.5714285714285714,0.5714285714285714,0
2025-04-22,Cincinnati Reds,Miami Marlins,0.3,0.2,0.4,0.4,1
2025-04-22,Chicago White Sox,Minnesota Twins,0.7,0.8,0.6,0.6,0
2025-04-22,Philadelphia Phillies,New York Mets,0.5,0.3,0.4,0.4,1
2025-04-22,Milwaukee Brewers,San Francisco Giants,0.4,0.3,0.25,0.125,0
2025-04-22,Baltimore Orioles,Washington Nationals,0.8,0.6,0.6,1.5,1
2025-04-23,Tampa Bay Rays,Arizona Diamondbacks,0.2,0.0,0.4,0.2,0
2025-04-23,Texas Rangers,Athletics,0.6,0.5,0.4,0.8,0
2025-04-23,St. Louis Cardinals,Atlanta Braves,0.3,0.1,0.5,0.4,1
2025-04-23,Seattle Mariners,Boston Red Sox,0.8,0.7,0.5,0.8,0
2025-04-23,Los Angeles Dodgers,Chicago Cubs,0.6,1.0,0.5,1.3,0
2025-04-23,New York Yankees,Cleveland Guardians,0.5,0.7,0.4444444444444444,0.5555555555555556,1
2025-04-23,San Diego Padres,Detroit Tigers,0.6,1.1,0.3,0.3,1
2025-04-23,Toronto Blue Jays,Houston Astros,0.4,0.2,0.5,0.3,0
2025-04-23,Colorado Rockies,Kansas City Royals,0.4,0.1,0.4,0.6,0
2025-04-23,Pittsburgh Pirates,Los Angeles Angels,0.3,0.1,0.5,0.5,0
2025-04-23,Cincinnati Reds,Miami Marlins,0.3,0.2,0.4,0.4,1
2025-04-23,Chicago White Sox,Minnesota Twins,0.6,0.7,0.5,0.4,0
2025-04-23,Philadelphia Phillies,New York Mets,0.5,0.3,0.4,0.4,0
2025-04-23,Milwaukee Brewers,San Francisco Giants,0.3,0.3,0.2222222222222222,0.1111111111111111,0
2025-04-23,Baltimore Orioles,Washington Nationals,0.8,0.6,0.6,1.5,0
2025-04-24,Tampa Bay Rays,Arizona Diamondbacks,0.16666666666666666,0.0,0.4,0.2,0
2025-04-24,Texas Rangers,Athletics,0.5,0.4,0.3,0.6,0
2025-04-24,Seattle Mariners,Boston Red Sox,0.8,0.7,0.5,0.8,0
2025-04-24,Colorado Rockies,Kansas City Royals,0.4,0.1,0.4,0.6,0
2025-04-24,Pittsburgh Pirates,Los Angeles Angels,0.2,0.0,0.4444444444444444,0.4444444444444444,0
2025-04-24,Chicago White Sox,Minnesota Twins,0.5,0.5,0.4,0.4,0
2025-04-24,Milwaukee Brewers,San Francisco Giants,0.2,0.2,0.2,0.1,0
2025-04-24,Baltimore Orioles,Washington Nationals,0.7,0.4,0.6,1.5,0
