Game Date,Away Team,Home Team,Away_YRFI_Rate,Away_Avg_1st,Home_YRFI_Rate,Home_Avg_1st
2025-03-30,Los Angeles Angels,Chicago White Sox,0.5,0.4444444444444444,0.4,0.7333333333333333
2025-03-30,Chicago Cubs,Arizona Diamondbacks,0.25,0.5,0.38095238095238093,0.23809523809523808
2025-03-30,Milwaukee Brewers,New York Yankees,0.35294117647058826,0.23529411764705882,0.47619047619047616,0.7142857142857143
2025-03-31,Washington Nationals,Toronto Blue Jays,0.375,0.25,0.6666666666666666,0.5333333333333333
2025-03-31,Pittsburgh Pirates,Tampa Bay Rays,0.2631578947368421,0.21052631578947367,0.5217391304347826,0.5652173913043478
2025-03-31,Los Angeles Angels,St. Louis Cardinals,0.5,0.4444444444444444,0.3333333333333333,0.14285714285714285
2025-03-31,Detroit Tigers,Seattle Mariners,0.3684210526315789,0.6842105263157895,0.35294117647058826,0.5294117647058824
2025-03-31,Cleveland Guardians,San Diego Padres,0.38095238095238093,0.23809523809523808,0.375,0.5625
2025-03-31,Colorado Rockies,Philadelphia Phillies,0.3333333333333333,0.1111111111111111,0.5333333333333333,1.1333333333333333
2025-03-31,Kansas City Royals,Milwaukee Brewers,0.26666666666666666,0.3333333333333333,0.3888888888888889,0.5
2025-03-31,New York Mets,Miami Marlins,0.18181818181818182,0.09090909090909091,0.42857142857142855,0.3333333333333333
2025-03-31,San Francisco Giants,Houston Astros,0.5,0.75,0.29411764705882354,0.17647058823529413
2025-03-31,Texas Rangers,Cincinnati Reds,0.5263157894736842,0.3684210526315789,0.5333333333333333,0.7333333333333333
2025-03-31,Minnesota Twins,Chicago White Sox,0.5625,0.1875,0.4,0.7333333333333333
2025-03-31,Boston Red Sox,Baltimore Orioles,0.3888888888888889,0.3888888888888889,0.4,0.6
2025-03-31,Chicago Cubs,Athletics,0.25,0.5,0.47368421052631576,0.8421052631578947
2025-03-31,Atlanta Braves,Los Angeles Dodgers,0.6111111111111112,0.4444444444444444,0.375,0.875
2025-04-01,Cleveland Guardians,San Diego Padres,0.38095238095238093,0.23809523809523808,0.375,0.5625
2025-04-01,Washington Nationals,Toronto Blue Jays,0.375,0.25,0.6666666666666666,0.5333333333333333
2025-04-01,Pittsburgh Pirates,Tampa Bay Rays,0.2631578947368421,0.21052631578947367,0.5217391304347826,0.5652173913043478
2025-04-01,Los Angeles Angels,St. Louis Cardinals,0.5,0.4444444444444444,0.3333333333333333,0.14285714285714285
2025-04-01,Detroit Tigers,Seattle Mariners,0.3684210526315789,0.6842105263157895,0.35294117647058826,0.5294117647058824
2025-04-01,Arizona Diamondbacks,New York Yankees,0.5714285714285714,0.5,0.47619047619047616,0.7142857142857143
2025-04-01,Minnesota Twins,Chicago White Sox,0.5625,0.1875,0.4,0.7333333333333333
2025-04-01,New York Mets,Miami Marlins,0.18181818181818182,0.09090909090909091,0.42857142857142855,0.3333333333333333
2025-04-01,Atlanta Braves,Los Angeles Dodgers,0.6111111111111112,0.4444444444444444,0.375,0.875
2025-04-01,San Francisco Giants,Houston Astros,0.5,0.75,0.29411764705882354,0.17647058823529413
2025-04-01,Texas Rangers,Cincinnati Reds,0.5263157894736842,0.3684210526315789,0.5333333333333333,0.7333333333333333
2025-04-01,Kansas City Royals,Milwaukee Brewers,0.26666666666666666,0.3333333333333333,0.3888888888888889,0.5
2025-04-01,Chicago Cubs,Athletics,0.25,0.5,0.47368421052631576,0.8421052631578947
2025-04-02,Washington Nationals,Toronto Blue Jays,0.375,0.25,0.6666666666666666,0.5333333333333333
2025-04-02,Pittsburgh Pirates,Tampa Bay Rays,0.2631578947368421,0.21052631578947367,0.5217391304347826,0.5652173913043478
2025-04-02,Los Angeles Angels,St. Louis Cardinals,0.5,0.4444444444444444,0.3333333333333333,0.14285714285714285
2025-04-02,Detroit Tigers,Seattle Mariners,0.3684210526315789,0.6842105263157895,0.35294117647058826,0.5294117647058824
2025-04-02,Colorado Rockies,Philadelphia Phillies,0.3333333333333333,0.1111111111111111,0.5333333333333333,1.1333333333333333
2025-04-02,Arizona Diamondbacks,New York Yankees,0.5714285714285714,0.5,0.47619047619047616,0.7142857142857143
2025-04-02,Kansas City Royals,Milwaukee Brewers,0.26666666666666666,0.3333333333333333,0.3888888888888889,0.5
2025-04-02,Cleveland Guardians,San Diego Padres,0.38095238095238093,0.23809523809523808,0.375,0.5625
2025-04-02,Atlanta Braves,Los Angeles Dodgers,0.6111111111111112,0.4444444444444444,0.375,0.875
2025-04-02,San Francisco Giants,Houston Astros,0.5,0.75,0.29411764705882354,0.17647058823529413
2025-04-02,Texas Rangers,Cincinnati Reds,0.5263157894736842,0.3684210526315789,0.5333333333333333,0.7333333333333333
2025-04-02,Minnesota Twins,Chicago White Sox,0.5625,0.1875,0.4,0.7333333333333333
2025-04-02,Boston Red Sox,Baltimore Orioles,0.3888888888888889,0.3888888888888889,0.4,0.6
2025-04-02,Chicago Cubs,Athletics,0.25,0.5,0.47368421052631576,0.8421052631578947
2025-04-02,New York Mets,Miami Marlins,0.18181818181818182,0.09090909090909091,0.42857142857142855,0.3333333333333333
2025-04-03,Colorado Rockies,Philadelphia Phillies,0.3333333333333333,0.1111111111111111,0.5333333333333333,1.1333333333333333
2025-04-03,Arizona Diamondbacks,New York Yankees,0.5714285714285714,0.5,0.47619047619047616,0.7142857142857143
2025-04-03,Houston Astros,Minnesota Twins,0.4117647058823529,0.17647058823529413,0.3684210526315789,0.47368421052631576
2025-04-03,Boston Red Sox,Baltimore Orioles,0.3888888888888889,0.3888888888888889,0.4,0.6
2025-04-03,Cincinnati Reds,Milwaukee Brewers,0.23809523809523808,0.23809523809523808,0.3888888888888889,0.5
2025-04-04,Toronto Blue Jays,New York Mets,0.2857142857142857,0.19047619047619047,0.35714285714285715,0.42857142857142855
2025-04-04,Tampa Bay Rays,Texas Rangers,0.36363636363636365,0.0,0.3125,0.4375
2025-04-04,Seattle Mariners,San Francisco Giants,0.8235294117647058,0.7647058823529411,0.26666666666666666,0.13333333333333333
2025-04-04,New York Yankees,Pittsburgh Pirates,0.4,0.5333333333333333,0.375,0.25
2025-04-04,Los Angeles Dodgers,Philadelphia Phillies,0.4444444444444444,0.6111111111111112,0.5333333333333333,1.1333333333333333
2025-04-04,Arizona Diamondbacks,Washington Nationals,0.5714285714285714,0.5,0.38095238095238093,0.9047619047619048
2025-04-04,Cincinnati Reds,Milwaukee Brewers,0.23809523809523808,0.23809523809523808,0.3888888888888889,0.5
2025-04-04,Chicago White Sox,Detroit Tigers,0.45,0.6,0.3333333333333333,0.3333333333333333
2025-04-04,Baltimore Orioles,Kansas City Royals,0.47619047619047616,0.3333333333333333,0.2727272727272727,0.4090909090909091
2025-04-04,Athletics,Colorado Rockies,0.375,0.5,0.2631578947368421,0.3157894736842105
2025-04-04,San Diego Padres,Chicago Cubs,0.3888888888888889,0.6111111111111112,0.4117647058823529,0.8235294117647058
2025-04-04,St. Louis Cardinals,Boston Red Sox,0.3125,0.125,0.5,0.75
2025-04-04,Miami Marlins,Atlanta Braves,0.35714285714285715,0.2857142857142857,0.3888888888888889,0.2222222222222222
2025-04-04,Cleveland Guardians,Los Angeles Angels,0.38095238095238093,0.23809523809523808,0.4,0.4
2025-04-05,Arizona Diamondbacks,Washington Nationals,0.5714285714285714,0.5,0.38095238095238093,0.9047619047619048
2025-04-05,Tampa Bay Rays,Texas Rangers,0.36363636363636365,0.0,0.3125,0.4375
2025-04-05,Seattle Mariners,San Francisco Giants,0.8235294117647058,0.7647058823529411,0.26666666666666666,0.13333333333333333
2025-04-05,New York Yankees,Pittsburgh Pirates,0.4,0.5333333333333333,0.375,0.25
2025-04-05,Los Angeles Dodgers,Philadelphia Phillies,0.4444444444444444,0.6111111111111112,0.5333333333333333,1.1333333333333333
2025-04-05,Toronto Blue Jays,New York Mets,0.2857142857142857,0.19047619047619047,0.35714285714285715,0.42857142857142855
2025-04-05,Houston Astros,Minnesota Twins,0.4117647058823529,0.17647058823529413,0.3684210526315789,0.47368421052631576
2025-04-05,Cincinnati Reds,Milwaukee Brewers,0.23809523809523808,0.23809523809523808,0.3888888888888889,0.5
2025-04-05,Baltimore Orioles,Kansas City Royals,0.47619047619047616,0.3333333333333333,0.2727272727272727,0.4090909090909091
2025-04-05,Chicago White Sox,Detroit Tigers,0.45,0.6,0.3333333333333333,0.3333333333333333
2025-04-05,Athletics,Colorado Rockies,0.375,0.5,0.2631578947368421,0.3157894736842105
2025-04-05,San Diego Padres,Chicago Cubs,0.3888888888888889,0.6111111111111112,0.4117647058823529,0.8235294117647058
2025-04-05,St. Louis Cardinals,Boston Red Sox,0.3125,0.125,0.5,0.75
2025-04-05,Miami Marlins,Atlanta Braves,0.35714285714285715,0.2857142857142857,0.3888888888888889,0.2222222222222222
2025-04-05,Cleveland Guardians,Los Angeles Angels,0.38095238095238093,0.23809523809523808,0.4,0.4
2025-04-06,Toronto Blue Jays,New York Mets,0.2857142857142857,0.19047619047619047,0.35714285714285715,0.42857142857142855
2025-04-06,Arizona Diamondbacks,Washington Nationals,0.5714285714285714,0.5,0.38095238095238093,0.9047619047619048
2025-04-06,Tampa Bay Rays,Texas Rangers,0.36363636363636365,0.0,0.3125,0.4375
2025-04-06,Seattle Mariners,San Francisco Giants,0.8235294117647058,0.7647058823529411,0.26666666666666666,0.13333333333333333
2025-04-06,New York Yankees,Pittsburgh Pirates,0.4,0.5333333333333333,0.375,0.25
2025-04-06,Los Angeles Dodgers,Philadelphia Phillies,0.4444444444444444,0.6111111111111112,0.5333333333333333,1.1333333333333333
2025-04-06,Houston Astros,Minnesota Twins,0.4117647058823529,0.17647058823529413,0.3684210526315789,0.47368421052631576
2025-04-06,Baltimore Orioles,Kansas City Royals,0.47619047619047616,0.3333333333333333,0.2727272727272727,0.4090909090909091
2025-04-06,Cleveland Guardians,Los Angeles Angels,0.38095238095238093,0.23809523809523808,0.4,0.4
2025-04-06,Cincinnati Reds,Milwaukee Brewers,0.23809523809523808,0.23809523809523808,0.3888888888888889,0.5
2025-04-06,Chicago White Sox,Detroit Tigers,0.45,0.6,0.3333333333333333,0.3333333333333333
2025-04-06,Athletics,Colorado Rockies,0.375,0.5,0.2631578947368421,0.3157894736842105
2025-04-06,San Diego Padres,Chicago Cubs,0.3888888888888889,0.6111111111111112,0.4117647058823529,0.8235294117647058
2025-04-06,St. Louis Cardinals,Boston Red Sox,0.3125,0.125,0.5,0.75
2025-04-06,Miami Marlins,Atlanta Braves,0.35714285714285715,0.2857142857142857,0.3888888888888889,0.2222222222222222
2025-04-07,Los Angeles Dodgers,Washington Nationals,0.4444444444444444,0.6111111111111112,0.38095238095238093,0.9047619047619048
2025-04-07,Houston Astros,Seattle Mariners,0.4117647058823529,0.17647058823529413,0.35294117647058826,0.5294117647058824
2025-04-07,Cincinnati Reds,San Francisco Giants,0.23809523809523808,0.23809523809523808,0.26666666666666666,0.13333333333333333
2025-04-07,St. Louis Cardinals,Pittsburgh Pirates,0.3125,0.125,0.375,0.25
2025-04-07,Miami Marlins,New York Mets,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.42857142857142855
2025-04-07,Minnesota Twins,Kansas City Royals,0.5625,0.1875,0.2727272727272727,0.4090909090909091
2025-04-07,New York Yankees,Detroit Tigers,0.4,0.5333333333333333,0.3333333333333333,0.3333333333333333
2025-04-07,Texas Rangers,Chicago Cubs,0.5263157894736842,0.3684210526315789,0.4117647058823529,0.8235294117647058
2025-04-07,Toronto Blue Jays,Boston Red Sox,0.2857142857142857,0.19047619047619047,0.5,0.75
2025-04-07,San Diego Padres,Athletics,0.3888888888888889,0.6111111111111112,0.47368421052631576,0.8421052631578947
2025-04-07,Baltimore Orioles,Arizona Diamondbacks,0.47619047619047616,0.3333333333333333,0.38095238095238093,0.23809523809523808
2025-04-08,Los Angeles Dodgers,Washington Nationals,0.4444444444444444,0.6111111111111112,0.38095238095238093,0.9047619047619048
2025-04-08,Los Angeles Angels,Tampa Bay Rays,0.5,0.4444444444444444,0.5217391304347826,0.5652173913043478
2025-04-08,Cincinnati Reds,San Francisco Giants,0.23809523809523808,0.23809523809523808,0.26666666666666666,0.13333333333333333
2025-04-08,St. Louis Cardinals,Pittsburgh Pirates,0.3125,0.125,0.375,0.25
2025-04-08,Miami Marlins,New York Mets,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.42857142857142855
2025-04-08,Minnesota Twins,Kansas City Royals,0.5625,0.1875,0.2727272727272727,0.4090909090909091
2025-04-08,New York Yankees,Detroit Tigers,0.4,0.5333333333333333,0.3333333333333333,0.3333333333333333
2025-04-08,Houston Astros,Seattle Mariners,0.4117647058823529,0.17647058823529413,0.35294117647058826,0.5294117647058824
2025-04-08,Chicago White Sox,Cleveland Guardians,0.45,0.6,0.4,0.6
2025-04-08,Texas Rangers,Chicago Cubs,0.5263157894736842,0.3684210526315789,0.4117647058823529,0.8235294117647058
2025-04-08,Toronto Blue Jays,Boston Red Sox,0.2857142857142857,0.19047619047619047,0.5,0.75
2025-04-08,Philadelphia Phillies,Atlanta Braves,0.2631578947368421,0.15789473684210525,0.3888888888888889,0.2222222222222222
2025-04-08,San Diego Padres,Athletics,0.3888888888888889,0.6111111111111112,0.47368421052631576,0.8421052631578947
2025-04-08,Baltimore Orioles,Arizona Diamondbacks,0.47619047619047616,0.3333333333333333,0.38095238095238093,0.23809523809523808
2025-04-08,Milwaukee Brewers,Colorado Rockies,0.35294117647058826,0.23529411764705882,0.2631578947368421,0.3157894736842105
2025-04-09,Los Angeles Dodgers,Washington Nationals,0.4444444444444444,0.6111111111111112,0.38095238095238093,0.9047619047619048
2025-04-09,Los Angeles Angels,Tampa Bay Rays,0.5,0.4444444444444444,0.5217391304347826,0.5652173913043478
2025-04-09,Houston Astros,Seattle Mariners,0.4117647058823529,0.17647058823529413,0.35294117647058826,0.5294117647058824
2025-04-09,Cincinnati Reds,San Francisco Giants,0.23809523809523808,0.23809523809523808,0.26666666666666666,0.13333333333333333
2025-04-09,Miami Marlins,New York Mets,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.42857142857142855
2025-04-09,Minnesota Twins,Kansas City Royals,0.5625,0.1875,0.2727272727272727,0.4090909090909091
2025-04-09,New York Yankees,Detroit Tigers,0.4,0.5333333333333333,0.3333333333333333,0.3333333333333333
2025-04-09,St. Louis Cardinals,Pittsburgh Pirates,0.3125,0.125,0.375,0.25
2025-04-09,Chicago White Sox,Cleveland Guardians,0.45,0.6,0.4,0.6
2025-04-09,Texas Rangers,Chicago Cubs,0.5263157894736842,0.3684210526315789,0.4117647058823529,0.8235294117647058
2025-04-09,Toronto Blue Jays,Boston Red Sox,0.2857142857142857,0.19047619047619047,0.5,0.75
2025-04-09,Philadelphia Phillies,Atlanta Braves,0.2631578947368421,0.15789473684210525,0.3888888888888889,0.2222222222222222
2025-04-09,San Diego Padres,Athletics,0.3888888888888889,0.6111111111111112,0.47368421052631576,0.8421052631578947
2025-04-09,Baltimore Orioles,Arizona Diamondbacks,0.47619047619047616,0.3333333333333333,0.38095238095238093,0.23809523809523808
2025-04-09,Milwaukee Brewers,Colorado Rockies,0.35294117647058826,0.23529411764705882,0.2631578947368421,0.3157894736842105
2025-04-10,Los Angeles Angels,Tampa Bay Rays,0.5,0.4444444444444444,0.5217391304347826,0.5652173913043478
2025-04-10,Minnesota Twins,Kansas City Royals,0.5625,0.1875,0.2727272727272727,0.4090909090909091
2025-04-10,Milwaukee Brewers,Colorado Rockies,0.35294117647058826,0.23529411764705882,0.2631578947368421,0.3157894736842105
2025-04-10,Chicago White Sox,Cleveland Guardians,0.45,0.6,0.4,0.6
2025-04-10,Philadelphia Phillies,Atlanta Braves,0.2631578947368421,0.15789473684210525,0.3888888888888889,0.2222222222222222
2025-04-10,Toronto Blue Jays,Boston Red Sox,0.2857142857142857,0.19047619047619047,0.5,0.75
2025-04-11,Washington Nationals,Miami Marlins,0.375,0.25,0.42857142857142855,0.3333333333333333
2025-04-11,Philadelphia Phillies,St. Louis Cardinals,0.2631578947368421,0.15789473684210525,0.3333333333333333,0.14285714285714285
2025-04-11,Texas Rangers,Seattle Mariners,0.5263157894736842,0.3684210526315789,0.35294117647058826,0.5294117647058824
2025-04-11,Atlanta Braves,Tampa Bay Rays,0.6111111111111112,0.4444444444444444,0.5217391304347826,0.5652173913043478
2025-04-11,San Francisco Giants,New York Yankees,0.5,0.75,0.47619047619047616,0.7142857142857143
2025-04-11,Detroit Tigers,Minnesota Twins,0.3684210526315789,0.6842105263157895,0.3684210526315789,0.47368421052631576
2025-04-11,Chicago Cubs,Los Angeles Dodgers,0.25,0.5,0.375,0.875
2025-04-11,Colorado Rockies,San Diego Padres,0.3333333333333333,0.1111111111111111,0.375,0.5625
2025-04-11,Kansas City Royals,Cleveland Guardians,0.26666666666666666,0.3333333333333333,0.4,0.6
2025-04-11,Pittsburgh Pirates,Cincinnati Reds,0.2631578947368421,0.21052631578947367,0.5333333333333333,0.7333333333333333
2025-04-11,Boston Red Sox,Chicago White Sox,0.3888888888888889,0.3888888888888889,0.4,0.7333333333333333
2025-04-11,Toronto Blue Jays,Baltimore Orioles,0.2857142857142857,0.19047619047619047,0.4,0.6
2025-04-11,New York Mets,Athletics,0.18181818181818182,0.09090909090909091,0.47368421052631576,0.8421052631578947
2025-04-11,Milwaukee Brewers,Arizona Diamondbacks,0.35294117647058826,0.23529411764705882,0.38095238095238093,0.23809523809523808
2025-04-11,Los Angeles Angels,Houston Astros,0.5,0.4444444444444444,0.29411764705882354,0.17647058823529413
2025-04-12,Atlanta Braves,Tampa Bay Rays,0.6111111111111112,0.4444444444444444,0.5217391304347826,0.5652173913043478
2025-04-12,Philadelphia Phillies,St. Louis Cardinals,0.2631578947368421,0.15789473684210525,0.3333333333333333,0.14285714285714285
2025-04-12,Texas Rangers,Seattle Mariners,0.5263157894736842,0.3684210526315789,0.35294117647058826,0.5294117647058824
2025-04-12,Colorado Rockies,San Diego Padres,0.3333333333333333,0.1111111111111111,0.375,0.5625
2025-04-12,San Francisco Giants,New York Yankees,0.5,0.75,0.47619047619047616,0.7142857142857143
2025-04-12,Detroit Tigers,Minnesota Twins,0.3684210526315789,0.6842105263157895,0.3684210526315789,0.47368421052631576
2025-04-12,Washington Nationals,Miami Marlins,0.375,0.25,0.42857142857142855,0.3333333333333333
2025-04-12,Chicago Cubs,Los Angeles Dodgers,0.25,0.5,0.375,0.875
2025-04-12,Los Angeles Angels,Houston Astros,0.5,0.4444444444444444,0.29411764705882354,0.17647058823529413
2025-04-12,Kansas City Royals,Cleveland Guardians,0.26666666666666666,0.3333333333333333,0.4,0.6
2025-04-12,Pittsburgh Pirates,Cincinnati Reds,0.2631578947368421,0.21052631578947367,0.5333333333333333,0.7333333333333333
2025-04-12,Boston Red Sox,Chicago White Sox,0.3888888888888889,0.3888888888888889,0.4,0.7333333333333333
2025-04-12,Toronto Blue Jays,Baltimore Orioles,0.2857142857142857,0.19047619047619047,0.4,0.6
2025-04-12,New York Mets,Athletics,0.18181818181818182,0.09090909090909091,0.47368421052631576,0.8421052631578947
2025-04-12,Milwaukee Brewers,Arizona Diamondbacks,0.35294117647058826,0.23529411764705882,0.38095238095238093,0.23809523809523808
2025-04-13,Philadelphia Phillies,St. Louis Cardinals,0.2631578947368421,0.15789473684210525,0.3333333333333333,0.14285714285714285
2025-04-13,Atlanta Braves,Tampa Bay Rays,0.6111111111111112,0.4444444444444444,0.5217391304347826,0.5652173913043478
2025-04-13,Colorado Rockies,San Diego Padres,0.3333333333333333,0.1111111111111111,0.375,0.5625
2025-04-13,San Francisco Giants,New York Yankees,0.5,0.75,0.47619047619047616,0.7142857142857143
2025-04-13,Detroit Tigers,Minnesota Twins,0.3684210526315789,0.6842105263157895,0.3684210526315789,0.47368421052631576
2025-04-13,Washington Nationals,Miami Marlins,0.375,0.25,0.42857142857142855,0.3333333333333333
2025-04-13,Chicago Cubs,Los Angeles Dodgers,0.25,0.5,0.375,0.875
2025-04-13,Texas Rangers,Seattle Mariners,0.5263157894736842,0.3684210526315789,0.35294117647058826,0.5294117647058824
2025-04-13,Kansas City Royals,Cleveland Guardians,0.26666666666666666,0.3333333333333333,0.4,0.6
2025-04-13,Pittsburgh Pirates,Cincinnati Reds,0.2631578947368421,0.21052631578947367,0.5333333333333333,0.7333333333333333
2025-04-13,Boston Red Sox,Chicago White Sox,0.3888888888888889,0.3888888888888889,0.4,0.7333333333333333
2025-04-13,Toronto Blue Jays,Baltimore Orioles,0.2857142857142857,0.19047619047619047,0.4,0.6
2025-04-13,New York Mets,Athletics,0.18181818181818182,0.09090909090909091,0.47368421052631576,0.8421052631578947
2025-04-13,Milwaukee Brewers,Arizona Diamondbacks,0.35294117647058826,0.23529411764705882,0.38095238095238093,0.23809523809523808
2025-04-13,Los Angeles Angels,Houston Astros,0.5,0.4444444444444444,0.29411764705882354,0.17647058823529413
2025-04-14,Atlanta Braves,Toronto Blue Jays,0.6111111111111112,0.4444444444444444,0.6666666666666666,0.5333333333333333
2025-04-14,Boston Red Sox,Tampa Bay Rays,0.3888888888888889,0.3888888888888889,0.5217391304347826,0.5652173913043478
2025-04-14,Houston Astros,St. Louis Cardinals,0.4117647058823529,0.17647058823529413,0.3333333333333333,0.14285714285714285
2025-04-14,Chicago Cubs,San Diego Padres,0.25,0.5,0.375,0.5625
2025-04-14,Washington Nationals,Pittsburgh Pirates,0.375,0.25,0.375,0.25
2025-04-14,San Francisco Giants,Philadelphia Phillies,0.5,0.75,0.5333333333333333,1.1333333333333333
2025-04-14,Kansas City Royals,New York Yankees,0.26666666666666666,0.3333333333333333,0.47619047619047616,0.7142857142857143
2025-04-14,New York Mets,Minnesota Twins,0.18181818181818182,0.09090909090909091,0.3684210526315789,0.47368421052631576
2025-04-14,Detroit Tigers,Milwaukee Brewers,0.3684210526315789,0.6842105263157895,0.3888888888888889,0.5
2025-04-14,Colorado Rockies,Los Angeles Dodgers,0.3333333333333333,0.1111111111111111,0.375,0.875
2025-04-15,Los Angeles Angels,Texas Rangers,0.5,0.4444444444444444,0.3125,0.4375
2025-04-15,Boston Red Sox,Tampa Bay Rays,0.3888888888888889,0.3888888888888889,0.5217391304347826,0.5652173913043478
